,노출상태,노출상품명,광고그룹 이름,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,광고그룹 ID,상품 ID
982,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,4397033097.0
983,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,4397033097.0
984,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,4397033097.0
985,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,4397033097.0
986,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,4397033097.0
987,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,4397033097.0
988,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,4397033097.0
989,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,4397033097.0
990,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
991,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
992,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
993,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
994,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
995,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
996,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
997,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
998,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
999,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
1000,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
1001,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
1002,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
1003,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
1004,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
1005,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
1006,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
1007,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
1008,입찰가 변경 인상 130.0>160.0,다양한 도어사인 스티커표찰 미세요 당기세요 어서오세요 고정 출입 자동 폐문 안내,원본,15.6,43.0,0.0,0.0,0.0,0.0,on,130.0,nad-a001-02-000000144208118,grp-a001-02-000000021786478,5742869579.0
1009,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,5742869579.0
1010,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,5742869579.0
1011,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,5742869579.0
1012,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,5742869579.0
1013,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,5742869579.0
1014,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,5742869579.0
1015,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,5742869579.0
1016,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,5742869579.0
1017,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,5742869579.0
1018,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
1019,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
1020,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
1021,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
1022,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
1023,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
1024,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
1025,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
1026,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
1027,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
1028,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
1029,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
1030,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
1031,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
1032,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
1033,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
1034,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
1035,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
1036,양호 소재,테이크아웃간판 TAKEOUT LED간판,원본,3.6,40.0,2.0,1.0,583.0,69000.0,on,270.0,nad-a001-02-000000138272069,grp-a001-02-000000021786478,5236037509.0
1037,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,5236037509.0
1038,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,5236037509.0
1039,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,5236037509.0
1040,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,5236037509.0
1041,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,5236037509.0
1042,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,5236037509.0
1043,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,5236037509.0
1044,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,5236037509.0
1045,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,5236037509.0
1046,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
1047,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
1048,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
1049,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
1050,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
1051,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
1052,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
1053,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
1054,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
1055,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
1056,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
1057,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
1058,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
1059,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
1060,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
1061,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
1062,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
1063,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
1064,입찰가 변경 인상 130.0>160.0,현수막 회전깃대 배너,원본,10.3,35.0,0.0,0.0,0.0,0.0,on,130.0,nad-a001-02-000000144208091,grp-a001-02-000000021786478,5742869603.0
1065,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,5742869603.0
1066,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,5742869603.0
1067,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,5742869603.0
